SUBJ,CRS,SEC,TITLE,INSTRUCTORS,CRN,MIN_CRED,MAX_CRED,DAYS,TIME,RM_CAP,ENRL,GLOB_CAP,LOC_CAP,AVAIL,STAT,FIRECAP,CAMPUS,COLLEGE,LEVEL,COREQS,RESTRICTIONS,PREREQS,COMMENTs
COUN,550,WY1,Counseling Techniques Lab,Buser (Trevor),[21419],  3.0,     ,W|W,04:30PM-07:10PM|04:30PM-07:10PM,16,   10,,   14,    4,OPEN,17,LAW,ED,GR,,| ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& Cert: School Counselor& MA in Clinical Mentl Hth Couns& MA in Counseling Services,COUN 500 and ( CNPY 502 or EDPS 513 ),
COUN,550,WZ1,Counseling Techniques Lab,Buser (Juleen K.),[21420],  3.0,     ,W|W,07:20PM-10:00PM|07:20PM-10:00PM,16,    6,,   14,    8,OPEN,17,LAW,ED,GR,,| ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& Cert: School Counselor& MA in Clinical Mentl Hth Couns& MA in Counseling Services,COUN 500 and ( CNPY 502 or EDPS 513 ),
COUN,580,TY1,Elem Schl Counseling Practicum,Brennan (Kathleen A.),[21405],  3.0,     ,T,04:30PM-07:10PM,36,    2,20,   15,   13,OPEN,37,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate| ONLY EDS in Counseling Services& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Counselor& MA in Counseling Services,,Instructor Signature Required
COUN,581,TY1,Sec Schl Counseling Practicum,Newcomb (Jamie L.),[21409],  3.0,     ,T,04:30PM-07:10PM,48,    2,20,   20,   18,OPEN,49,LAW,ED,GR,,| ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& Cert: School Counselor& MA in Counseling Services,,Instructor Signature Required
COUN,581,TY2,Sec Schl Counseling Practicum,Brennan (Kathleen A.),[21410],  3.0,     ,T,04:30PM-07:10PM,48,    3,20,    5,    2,OPEN,49,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& Cert: School Counselor& MA in Counseling Services,,Instructor Signature Required
COUN,585,TY1,Clin Mentl Hlth Coun Practicum,Nemiroff (Hollis),[21421],  3.0,     ,T,04:30PM-07:10PM,10,    1,,   15,   14,OPEN,18,LAW,ED,GR,,| ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& Cert: School Counselor& MA in Counseling Services,,Instructor Signature Required
COUN,590,MY1,Internship in Counseling I,Westburg (Nancy G.),[21423],  3.0,     ,M,04:30PM-07:10PM,48,    8,,   40,   32,OPEN,49,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate,COUN 580 or COUN 581 or COUN 585 or CNSC 580 or CNSC 581,
COUN,590,MY2,Internship in Counseling I,Brower (Patricia M.),[21424],  3.0,     ,M,04:30PM-07:10PM,48,    8,,   10,    2,OPEN,49,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate,COUN 580 or COUN 581 or COUN 585 or CNSC 580 or CNSC 581,
COUN,591,MZ1,Internship in Counseling II,Westburg (Nancy G.),[21427],  3.0,     ,M,07:20PM-10:00PM,48,    7,,   40,   33,OPEN,49,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate,COUN 590,
COUN,591,MZ2,Internship in Counseling II,Brower (Patricia M.),[21428],  3.0,     ,M,07:20PM-10:00PM,10,    8,,   10,    2,OPEN,18,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate,COUN 590,
COUN,591,MZ3,Internship in Counseling II,Nemiroff (Hollis),[21429],  3.0,     ,M,07:20PM-10:00PM,28,    8,,   10,    2,OPEN,34,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate,COUN 590,
COUN,600,01,IS: Adv Clinical Practice,Ahia (Emmanuel),[21835],  1.0,  3.0,,,,    4,,    1,   -3,CLSD,,LAW,ED,GR,,| ONLY Graduate,,Instructor Signature Required
COUN,600,02,IS: Academic Res Project,Ahia (Emmanuel),[21899],  1.0,  3.0,,,,    1,,    1,    0,CLSD,,LAW,ED,GR,,| ONLY Graduate,,Dean Signature Required
COUN,600,03,IS:Eat Disorders/Gay Males,Buser (Juleen K.),[21900],  1.0,  3.0,,,,    1,,    1,    0,CLSD,,LAW,ED,GR,,| ONLY Graduate,,Dean Signature Required
COUN,600,04,IS:SchLaw&Substance Awa Coor,Buser (Juleen K.),[21983],  1.0,  3.0,,,,    1,,    1,    0,CLSD,,LAW,ED,GR,,| ONLY Graduate,,
COUN,660,MY1,Counseling Supervision,Ahia (Emmanuel),[21431],  3.0,     ,M,04:30PM-07:10PM,10,   10,,   10,    0,CLSD,18,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& Cert: School Counselor& MA in Counseling Services,COUN 590 GR B,
COUN,690,RZ1,Internship/Coun Speciality I,Ahia (Emmanuel),[21432],  3.0,  6.0,TH,07:20PM-10:00PM,10,   10,,   10,    0,CLSD,18,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services & School Psychology | ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& Cert: School Counselor& MA in Counseling Services,,
CR,501,D1,University Chorale,McDonnell (John T.),[20356],  1.0,     ,MWF,11:30AM-12:30PM,249,   43,,   75,   32,OPEN,250,LAW,FP,GR ; UG,,| ONLY Graduate& Undergraduate| ONLY Bachelor of Arts in Music& BM in Music Theater| ONLY Fine and Performing Arts,,Instructor Signature Required
CRC,100,G1,College Reading,Cassel (Christine E.),[21434],  3.0,     ,MW,01:10PM-02:40PM,36,   18,,   24,    6,OPEN,37,LAW,ED,UG,,| ONLY Undergraduate,,
CURR,531,TY1,Curric Development and Design,Lymper (James G.),[21435],  3.0,     ,T,04:30PM-07:10PM,43,    8,,   25,   17,OPEN,44,LAW,ED,GR,,| ONLY Graduate,,
CURR,538,OL1,Curricular & Inst Improvement,Susko (Jo Ann P.),[21437],  3.0,     ,,,,   13,,   10,   -3,CLSD,,LAW,ED,GR,,| ONLY Graduate,CURR 531,Prog Dir Signature Required
CURR,538,RY1,Curricular & Inst Improvement,Nagy (Christopher J.),[21436],  3.0,     ,TH,04:30PM-07:10PM,16,   11,,   25,   14,OPEN,17,LAW,ED,GR,,| ONLY Graduate,CURR 531,
CURR,600,01,Independent Study and Research,STAFF,[21439],  1.0,  3.0,,,,    0,,   10,   10,OPEN,,LAW,ED,GR,,| ONLY Graduate,,Chairperson Signature Required
DAN,100G,PT1,Jazz I,STAFF,[21930],  0.0,     ,W,06:15PM-07:30PM,,    6,,   20,   14,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100G,PT3,Jazz I,STAFF,[22039],  0.0,     ,TH,12:15PM-01:15PM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100H,PT2,Jazz II,STAFF,[22049],  0.0,     ,W,07:30PM-09:00PM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100H,PT4,Jazz II,STAFF,[21867],  0.0,     ,TH,01:15PM-02:15PM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100J,PS4,Modern Dance I,STAFF,[22152],  0.0,     ,F,11:00AM-12:15PM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100K,PS1,Modern Dance II,STAFF,[22048],  0.0,     ,T,08:00PM-09:30PM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100K,PS2,Modern Dance II,STAFF,[22041],  0.0,     ,W,11:15AM-12:30PM,,    0,,   10,   10,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100K,PS3,Modern Dance II,STAFF,[21978],  0.0,     ,TH,06:30PM-07:45PM,,    2,,   20,   18,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100P,PW1,Pilates Mat Class,STAFF,[21936],  0.0,     ,T,07:00PM-08:00PM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100P,PW2,Pilates Mat Class,STAFF,[22050],  0.0,     ,F,09:30AM-10:30AM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100Q,PO1,Accelerated Adult Ballet I,STAFF,[21971],  0.0,     ,M,06:45PM-08:00PM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100R,PP1,Accelerated Adult Ballet II,STAFF,[21965],  0.0,     ,W,07:45PM-09:00PM,,   11,,   20,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100R,PP2,Accelerated Adult Ballet II,STAFF,[21976],  0.0,     ,TH,10:45AM-12:00PM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100R,PP3,Accelerated Adult Ballet II,STAFF,[21966],  0.0,     ,TH,07:45PM-09:00PM,,    5,,   20,   15,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100R,PP4,Accelerated Adult Ballet II,STAFF,[22151],  0.0,     ,F,09:30AM-11:00AM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100S,PR1,Accelerated Adult Ballet III,STAFF,[21931],  0.0,     ,M,08:00PM-09:30PM,,    5,,   20,   15,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100S,PR2,Accelerated Adult Ballet III,STAFF,[21929],  0.0,     ,T,07:30PM-09:00PM,,    3,,   20,   17,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100S,PR4,Accelerated Adult Ballet III,STAFF,[21866],  0.0,     ,TH,08:00PM-09:30PM,,    4,,   10,    6,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100S,PR7,Accelerated Adult Ballet III,STAFF,[22037],  0.0,     ,S,09:30AM-10:45AM,,    0,,   10,   10,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100T,PR3,Accelerated Adult Ballet IV,STAFF,[22036],  0.0,     ,W,07:15PM-08:45PM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,100Y,PZ2,Choreography,STAFF,[22035],  0.0,     ,F,11:00AM-12:30PM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,111,01,Dance Lab,Vaccaro (Kimberly A.),[20358],  0.0,     ,,,,   30,,  100,   70,OPEN,,LAW,FP,UG,,,,
DAN,152,I1,World Dance & Improvisation,Vaccaro (Kimberly A.),[21752],  1.0,     ,MW,02:50PM-04:20PM,30,   13,,   15,    2,OPEN,31,LAW,FP,UG,,,,Instructor Signature Required
DAN,210,01,Rider Dances:Repertory&Produc,Vaccaro (Kimberly A.),[20360],  1.0,     ,,,,   38,,  100,   62,OPEN,,LAW,FP,UG,,| ONLY Undergraduate,,Instructor Signature Required
DAN,210T,01,Rider Dances Rep&Produc:Tech,Vaccaro (Kimberly A.),[20366],  1.0,     ,,,,   12,,  100,   88,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300G,PT1,Jazz I,STAFF,[21972],  0.0,     ,W,06:15PM-07:30PM,,    5,,   20,   15,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300G,PT3,Jazz I,STAFF,[22040],  0.0,     ,TH,12:15PM-01:15PM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300H,PT2,Jazz II,STAFF,[21967],  0.0,     ,W,07:30PM-09:00PM,,    3,,   20,   17,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300H,PT4,Jazz II,STAFF,[21973],  0.0,     ,TH,01:15PM-02:15PM,,    4,,   20,   16,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300K,PS1,Modern Dance II,STAFF,[21932],  0.0,     ,T,08:00PM-09:30PM,,    6,,   20,   14,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300K,PS3,Modern Dance II,STAFF,[21933],  0.0,     ,TH,06:30PM-07:45PM,,    2,,   20,   18,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300P,PW1,Pilates Mat Class,STAFF,[21934],  0.0,     ,T,07:00PM-08:00PM,,    6,,   20,   14,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300R,PP1,Accelerated Adult Ballet II,STAFF,[22038],  0.0,     ,W,07:45PM-09:00PM,,    4,,   10,    6,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300R,PP2,Accelerated Adult Ballet II,STAFF,[21974],  0.0,     ,TH,10:45AM-12:00PM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300S,PR1,Accelerated Adult Ballet III,STAFF,[21968],  0.0,     ,M,08:00PM-09:30PM,,    3,,   20,   17,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300S,PR2,Accelerated Adult Ballet III,STAFF,[21937],  0.0,     ,T,07:30PM-09:00PM,,    3,,   20,   17,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300S,PR4,Accelerated Adult Ballet III,STAFF,[21935],  0.0,     ,TH,08:00PM-09:30PM,,    2,,   20,   18,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300S,PR7,Accelerated Adult Ballet III,STAFF,[21964],  0.0,     ,S,09:30AM-10:45AM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300T,PQ1,Accelerated Adult Ballet IV,STAFF,[21982],  0.0,     ,M,09:30AM-11:00AM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300T,PQ2,Accelerated Adult Ballet IV,STAFF,[21938],  0.0,     ,T,09:30AM-11:00AM,,    3,,   20,   17,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300T,PQ3,Accelerated Adult Ballet IV,STAFF,[22149],  0.0,     ,W,09:30AM-11:00AM,,    1,,   10,    9,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300T,PQ4,Accelerated Adult Ballet IV,STAFF,[21975],  0.0,     ,TH,09:00AM-10:30AM,,    1,,   20,   19,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300T,PQ5,Accelerated Adult Ballet IV,STAFF,[21939],  0.0,     ,F,09:30AM-11:00AM,,    2,,   20,   18,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300T,PR3,Accelerated Adult Ballet IV,STAFF,[21969],  0.0,     ,W,07:15PM-08:45PM,,    2,,   20,   18,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,300T,PR5,Accelerated Adult Ballet IV,STAFF,[21970],  0.0,     ,S,10:45AM-12:15PM,,    2,,   20,   18,OPEN,,LAW,FP,UG,,,,Instructor Signature Required
DAN,350,G1,Hist Ballet Modrn&Jazz Dance,Vaccaro (Kimberly A.),[20362],  3.0,     ,MW,01:10PM-02:40PM,48,   26,,   40,   14,OPEN,49,LAW,FP,UG,,| ONLY Undergraduate,,
DAN,450,01,DS:Pedagogy&Methodology in Dan,Vaccaro (Kimberly A.),[21704],  3.0,     ,,,,    5,,   15,   10,OPEN,,LAW,FP,UG,,,( DAN 100 UG D and DAN 100 UG D and DAN 100 UG D and DAN 100 UG D and DAN 100 UG D) or ( DAN 300 UG D and DAN 300 UG D and DAN 300 UG D and DAN 300 UG D and DAN 300 UG D),Instructor Signature Required
DAN,490,02,IS: Dance Senior Capstone Proj,Vaccaro (Kimberly A.),[22099],  1.0,  4.0,,,,    5,,    1,   -4,CLSD,,LAW,FP,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
DAN,491,01,Internship in Dance,STAFF,[20364],  1.0,  4.0,,,,    0,,   50,   50,OPEN,,LAW,FP,UG,,| ONLY Undergraduate,,Instructor Signature Required
DAN,493,N1,Sp Top: Jazz Dance IV,Lewis (Robin W.),[20365],  1.0,     ,TTH,02:50PM-04:20PM,99,   18,,   17,   -1,CLSD,100,LAW,FP,UG,,,,Instructor Signature Required
ECE,332,MY1,Issues & Challenges in ECE,Jacobson (Tamar),[21440],  3.0,     ,M,04:30PM-07:10PM,61,   22,25,   15,   -7,CLSD,62,LAW,ED,UG,,| ONLY Early Childhood Education & Elementary Education | ONLY Undergraduate,,
ECE,450,RY1,Dev Meth & Assess in ECE,Jacobson (Tamar),[21442],  3.0,     ,TH,04:30PM-07:10PM,24,   13,25,   15,    2,OPEN,25,LAW,ED,UG,,| ONLY Early Childhood Education & Elementary Education | ONLY Undergraduate,,
ECED,532,MY1,Iss. & Challenges in ECED,Jacobson (Tamar),[21441],  3.0,     ,M,04:30PM-07:10PM,61,    5,25,   10,    5,OPEN,62,LAW,ED,GR,,| ONLY Graduate,,
ECED,550,RY1,Dev Meth & Assessment in ECED,Jacobson (Tamar),[21443],  3.0,     ,TH,04:30PM-07:10PM,24,    2,25,   10,    8,OPEN,25,LAW,ED,GR,,| ONLY Graduate,,
ECO,200,F1,HONOR: Prin of Macro,Bentley (Jerome T.),[21101],  3.0,     ,TTH,09:45AM-11:15AM,48,   19,,   35,   16,OPEN,49,LAW,BU,UG,,| ONLY Undergraduate| ONLY Business Honors,Prerequisites:|Place into MSD 105 based on SAT or ACT Score OR|Place into MSD105 / MTH102 by passing College Placement OR|Passing MSD 104S with a grade of 'Y' OR|Passing MTH 100S with a grade of 'Y' OR|Passing MSD 104 OR|Having any college level MSD or MTH class transferred in,
ECO,200,GL,Principles of Macroeconomics,Taga (Leonore S.),[21104],  3.0,     ,MW,01:10PM-02:40PM,48,    7,35,   15,    8,OPEN,49,LAW,BU,UG,,| ONLY Undergraduate| ONLY Learning Community - Business,Prerequisites:|Place into MSD 105 based on SAT or ACT Score OR|Place into MSD105 / MTH102 by passing College Placement OR|Passing MSD 104S with a grade of 'Y' OR|Passing MTH 100S with a grade of 'Y' OR|Passing MSD 104 OR|Having any college level MSD or MTH class transferred in,
ECO,200,GO,Principles of Macroeconomics,Taga (Leonore S.),[21107],  3.0,     ,MW,01:10PM-02:40PM,48,   23,35,   20,   -3,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,Prerequisites:|Place into MSD 105 based on SAT or ACT Score OR|Place into MSD105 / MTH102 by passing College Placement OR|Passing MSD 104S with a grade of 'Y' OR|Passing MTH 100S with a grade of 'Y' OR|Passing MSD 104 OR|Having any college level MSD or MTH class transferred in,
ECO,200,I1,Principles of Macroeconomics,Bentley (Jerome T.),[21109],  3.0,     ,MW,02:50PM-04:20PM,52,   43,,   35,   -8,CLSD,53,LAW,BU,UG,,| ONLY Undergraduate,Prerequisites:|Place into MSD 105 based on SAT or ACT Score OR|Place into MSD105 / MTH102 by passing College Placement OR|Passing MSD 104S with a grade of 'Y' OR|Passing MTH 100S with a grade of 'Y' OR|Passing MSD 104 OR|Having any college level MSD or MTH class transferred in,
ECO,200,MEO,Principles of Macroeconomics,Gishlick (Herbert E.),[21110],  3.0,     ,M,06:30PM-09:30PM,35,   26,35,   20,   -6,CLSD,36,LAW,BU,UG,,| ONLY Undergraduate| NO Continuing Studies,Prerequisites:|Place into MSD 105 based on SAT or ACT Score OR|Place into MSD105 / MTH102 by passing College Placement OR|Passing MSD 104S with a grade of 'Y' OR|Passing MTH 100S with a grade of 'Y' OR|Passing MSD 104 OR|Having any college level MSD or MTH class transferred in,
ECO,200,MER,Principles of Macroeconomics,Gishlick (Herbert E.),[21113],  3.0,     ,M,06:30PM-09:30PM,35,    5,35,   15,   10,OPEN,36,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,Prerequisites:|Place into MSD 105 based on SAT or ACT Score OR|Place into MSD105 / MTH102 by passing College Placement OR|Passing MSD 104S with a grade of 'Y' OR|Passing MTH 100S with a grade of 'Y' OR|Passing MSD 104 OR|Having any college level MSD or MTH class transferred in,
ECO,200,O1,Principles of Macroeconomics,Debebe (Fekru),[21116],  3.0,     ,TTH,04:30PM-06:00PM,48,   36,,   35,   -1,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,Prerequisites:|Place into MSD 105 based on SAT or ACT Score OR|Place into MSD105 / MTH102 by passing College Placement OR|Passing MSD 104S with a grade of 'Y' OR|Passing MTH 100S with a grade of 'Y' OR|Passing MSD 104 OR|Having any college level MSD or MTH class transferred in,
