SUBJ,CRS,SEC,TITLE,INSTRUCTORS,CRN,MIN_CRED,MAX_CRED,DAYS,TIME,RM_CAP,ENRL,GLOB_CAP,LOC_CAP,AVAIL,STAT,FIRECAP,CAMPUS,COLLEGE,LEVEL,COREQS,RESTRICTIONS,PREREQS,COMMENTs
PI,203,05,Piano Secondary III,Parente (Thomas J.),[20535],  1.0,     ,TTH,11:30AM-12:30PM,16,    5,,   12,    7,OPEN,17,LAW,WC,UG,,| ONLY Undergraduate,PI 104 UG B- or Place into PI203 3,
PI,203,06,Piano Secondary III,Klein (Laura E.),[20536],  1.0,     ,TTH,11:30AM-12:30PM,16,    4,,    5,    1,OPEN,17,LAW,WC,UG,,| ONLY Undergraduate,PI 104 UG B- or Place into PI203 3,
PI,206,01,Piano Secondary MUSTH,Amoriello (Laura),[20537],  1.0,     ,TTH,02:50PM-03:50PM,16,    9,,   12,    3,OPEN,17,LAW,WC,UG,,| ONLY Undergraduate,PI 203 UG B- or Place into PI206 6,
PI,206,02,Piano Secondary MUSTH,Amoriello (Laura),[21952],  1.0,     ,WF,08:00AM-09:00AM,16,    5,,   10,    5,OPEN,17,LAW,WC,UG,,| ONLY Undergraduate,PI 203 UG B- or Place into PI206 6,
PMBA,8000,WE2,Executive Communications,Carbonaro (Suzanne A.),[21660],  1.5,     ,W,06:30PM-09:30PM,15,   13,,   12,   -1,CLSD,16,LAW,BU,GR,,| ONLY Graduate,,
PMBA,8030,RE1,Economic Analysis,Taga (Leonore S.),[21760],  3.0,     ,TH,06:30PM-09:30PM,48,   30,,   25,   -5,CLSD,49,LAW,BU,GR,,| ONLY Graduate,,
PMBA,8040,TE2,Basic Financial Principles,Meric (Ilhan),[21663],  1.5,     ,T,06:30PM-09:30PM,28,   13,,   20,    7,OPEN,59,LAW,BU,GR,,| ONLY Graduate,,
PMBA,8050,WE1,Introduction to Calculus,Carr (Nicholas); Jin (Li),[21664],  1.5,     ,W,06:30PM-09:30PM,15,   10,,   15,    5,OPEN,16,LAW,BU,GR,,| ONLY Graduate,,
PMBA,8052,TE1,Models & Meth of Operation Mgt,Haksever (Cengiz),[21665],  1.5,     ,T,06:30PM-09:30PM,21,   12,,   15,    3,OPEN,22,LAW,BU,GR,,| ONLY Graduate,PMBA 8051 or PMBA-8051 Waiver WV,
PMBA,8200,WE1,Managerial Decision Making,DiRaddo (Joseph E.); Amadio (William J.); Benchener (Paul),[20785],  3.0,     ,W,06:30PM-09:30PM,40,   25,,   25,    0,CLSD,41,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8052 and PMBA 8070 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8060 ) or PMBA Core Waiver WV,
PMBA,8210,01,DS: Information Tech Mgt,Mathew (Biju),[21922],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,BU,GR,,| ONLY Graduate,PMBA 8010 or PMBA-8010 Waiver WV,Dean Signature Required
PMBA,8210,TE1,Information Technology Managem,Rees (Howard D.),[20786],  3.0,     ,T,06:30PM-09:30PM,40,   28,,   25,   -3,CLSD,41,LAW,BU,GR,,| ONLY Graduate,PMBA 8010 or PMBA-8010 Waiver WV,
PMBA,8220,RE1,Strategic Accounting for Manae,Shultz (Carl F.),[20787],  3.0,     ,TH,06:30PM-09:30PM,48,   31,,   25,   -6,CLSD,49,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8230,RE1,Managerial Economics,Bentley (Jerome T.),[20789],  3.0,     ,TH,06:30PM-09:30PM,21,   12,,   25,   13,OPEN,22,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8250,01,DS:Oper&Sup Chain Mgt,Miller (Tan C.),[21940],  3.0,     ,,,,    2,,    1,   -1,CLSD,,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 UG D and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,Dean Signature Required
PMBA,8250,WE1,Oper. & Supply Chain Mgt,Haksever (Cengiz),[20794],  3.0,     ,W,06:30PM-09:30PM,44,   21,,   25,    4,OPEN,45,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 UG D and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8270,01,Adv. Organizational Behavior,Klein (Gerald D.),[20796],  3.0,     ,T,02:45PM-05:45PM,44,   12,,   25,   13,OPEN,45,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 GR C and PMBA 8050 GR C and PMBA 8051 GR C and PMBA 8052 GR C and PMBA 8010 GR C and PMBA 8020 GR C and PMBA 8030 GR C and PMBA 8040 GR C and PMBA 8060 GR C and PMBA 8070 GR C) or PMBA Core Waiver WV,
PMBA,8290,ME1,Legal and Ethical Aspec of Mgt,Denbo (Susan M.),[20797],  3.0,     ,M,06:30PM-09:30PM,48,   32,,   25,   -7,CLSD,49,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8050 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8303,01,INt. Bus Sem:Belgium & Paris,Denbo (Susan M.),[20798],  3.0,     ,,,,    5,,   15,   10,OPEN,,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,Instructor Signature Required
PMBA,8303,02,Int. Bus. Sem: London,Sprotzer (Ira B.),[20801],  3.0,     ,,,,    7,,   15,    8,OPEN,,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8312,OL1,Bus Intellig Tech-Data Mining,Amadio (William J.),[20803],  3.0,     ,,,,   14,,   15,    1,OPEN,,LAW,BU,GR,,| ONLY Graduate,PMBA 8010 or PMBA-8010 Waiver WV,
PMBA,8346,TE1,Financial Modeling,Suk (David Y.),[20805],  3.0,     ,T,06:30PM-09:30PM,32,   26,,   25,   -1,CLSD,33,LAW,BU,GR,,| ONLY Graduate,PMBA 8040 or PMBA-8040 Waiver WV,
PMBA,8347,WE1,Portfolio Management,Loh (Charmen),[20807],  3.0,     ,W,06:30PM-09:30PM,24,   20,,   25,    5,OPEN,25,LAW,BU,GR,,| ONLY Graduate,PMBA 8040 or PMBA-8040 Waiver WV,
PMBA,8348,RE1,Fixed Income Sec. & Alt Invest,Adams (Edward W.),[20809],  3.0,     ,TH,06:30PM-09:30PM,48,   10,,   25,   15,OPEN,49,LAW,BU,GR,,,PMBA 8343 or FIN 312,
PMBA,8365,TE1,International Marketing Mgmt,Benchener (Paul),[20810],  3.0,     ,T,06:30PM-09:30PM,24,   10,,   25,   15,OPEN,25,LAW,BU,GR,,| ONLY Graduate,PMBA 8060 or PMBA-8060 Waiver WV,
PMBA,8375,TE1,International Management,Schneer (Joy A.),[20811],  3.0,     ,T,06:30PM-09:30PM,15,    7,,   25,   18,OPEN,16,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8385,01,DS: New Venture Launch,Zane (Lee J.),[20814],  3.0,     ,,,,    0,,    9,    9,OPEN,,LAW,BU,GR,,| ONLY Graduate,,Instructor Signature Required
PMBA,8386,ME1,Green Entrepreneurship,Rees (Howard D.),[21707],  3.0,     ,M,06:30PM-09:30PM,15,   14,,   20,    6,OPEN,16,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8491,WE1,Business Law,Treceno (Mindy),[20818],  3.0,     ,W,06:30PM-09:30PM,48,   18,,   25,    7,OPEN,49,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,
PMBA,8880,RE1,Strategic Planning,Kline (William A.),[20820],  3.0,     ,TH,06:30PM-09:30PM,24,   17,,   25,    8,OPEN,25,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV and ( PMBA 8200 and PMBA 8210 and PMBA 8220 and PMBA 8230 and PMBA 8240 and PMBA 8250 and PMBA 8270 and PMBA 8290 ),
PMBA,8880,TE1,Strategic Planning,Kline (William A.),[20819],  3.0,     ,T,06:30PM-09:30PM,48,   17,,   25,    8,OPEN,49,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV and ( PMBA 8200 and PMBA 8210 and PMBA 8220 and PMBA 8230 and PMBA 8240 and PMBA 8250 and PMBA 8270 and PMBA 8290 ),
PMBA,8880L,FE1,Strategic Management Simulatn,Chaganti (Radharao),[21670],  1.5,     ,F,06:30PM-09:30PM,53,   16,,   25,    9,OPEN,54,LAW,BU,GR,,| ONLY Graduate,,
PMBA,8880L,FE2,Strategic Management Simulatn,Chaganti (Radharao),[21836],  1.5,     ,F,06:30PM-09:30PM,53,   18,,   25,    7,OPEN,54,LAW,BU,GR,,| ONLY Graduate,,
PMBA,8902,01,Independent Studies in Bus Adm,Cook (Ronald G.),[21839],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,Academic Coordinator Signature
PMBA,8902,02,Independent Studies in Bus Adm,Farrell (John J.),[21923],  3.0,     ,,,,    0,,    1,    1,OPEN,,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,Dean Signature Required
PMBA,8905,01,Intership,Suk (David Y.),[21830],  3.0,     ,,,,    2,,    1,   -1,CLSD,,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,Academic Coordinator Signature
PMBA,8905,02,Intership,Farrell (John J.),[21942],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,BU,GR,,| ONLY Graduate,( PMBA 8000 and PMBA 8010 and PMBA 8020 and PMBA 8030 and PMBA 8040 and PMBA 8050 and PMBA 8051 and PMBA 8052 and PMBA 8060 and PMBA 8070 ) or PMBA Core Waiver WV,Dean Signature Required
PMBA,8908,ME1,SelTop:Stu/GloSupChn Mgt,Murray (Robert),[21733],  3.0,     ,M,06:30PM-09:30PM,48,   12,,   20,    8,OPEN,49,LAW,BU,GR,,| ONLY Graduate,,
POL,100,F1,Intro to American Politics,Kornberg (Harvey R.),[20012],  3.0,     ,TTH,09:45AM-11:15AM,48,   26,,   35,    9,OPEN,49,LAW,LA,UG,,| ONLY Freshmen& Junior& Sophomore| ONLY Undergraduate,,
POL,100,J1,Intro to American Politics,Kornberg (Harvey R.),[20013],  3.0,     ,MWF,02:50PM-03:50PM,35,   28,,   35,    7,OPEN,36,LAW,LA,UG,,| ONLY Freshmen& Junior& Sophomore| ONLY Undergraduate,,
POL,100,L1,Intro to American Politics,Kornberg (Harvey R.),[20015],  3.0,     ,TTH,01:10PM-02:40PM,48,   29,,   35,    6,OPEN,49,LAW,LA,UG,,| ONLY Freshmen& Junior& Sophomore| ONLY Undergraduate,,
POL,102,K1,Understanding Politics,Brogan (Michael J.),[20016],  3.0,     ,MW,04:30PM-06:00PM,53,   29,,   35,    6,OPEN,54,LAW,LA,UG,,| ONLY Freshmen& Junior& Sophomore| ONLY Undergraduate,,
POL,102,N1,Understanding Politics,Franz (Barbara),[20018],  3.0,     ,TTH,02:50PM-04:20PM,28,   17,,   35,   18,OPEN,29,LAW,LA,UG,,| ONLY Freshmen& Junior& Sophomore| ONLY Undergraduate,,
POL,200,F1,NJ Government and Politics,Dworkin (Benjamin),[20019],  3.0,     ,TTH,09:45AM-11:15AM,28,   13,,   35,   22,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate,,
POL,202,N1,The Pol. Sys - Theories/Theme,Mendilow (Jonathan),[20021],  3.0,     ,TTH,02:50PM-04:20PM,48,   26,,   35,    9,OPEN,49,LAW,LA,UG,,| ONLY Dept of Political Science| ONLY Undergraduate,,
POL,216,D1,Comparative Political Systems,Brogan (Michael J.),[21714],  3.0,     ,MWF,11:30AM-12:30PM,28,   21,35,   30,    9,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,295,L1,Will China be Next Superpower,Brogan (Michael J.),[21687],  3.0,     ,TTH,01:10PM-02:40PM,24,    9,35,   25,   16,OPEN,25,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,295,REO,Special Project:Model UN,Franz (Barbara),[20023],  3.0,     ,TH,06:30PM-09:30PM,28,   18,35,   20,    2,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,Instructor Signature Required
POL,301,C1,Civil Liberties in the U.S.,Kornberg (Harvey R.),[20024],  3.0,     ,MWF,10:20AM-11:20AM,28,   16,,   35,   19,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,306,G1,Political Film,Rusciano (Frank L.),[20025],  3.0,     ,MW,01:10PM-02:40PM,43,   37,,   35,   -2,CLSD,44,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,320,WEO,Politics of the Middle East,Mendilow (Jonathan),[20027],  3.0,     ,W,06:30PM-09:30PM,28,   14,35,   20,    6,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate| NO Continuing Studies,,
POL,320,WER,Politics of the Middle East,Mendilow (Jonathan),[20028],  3.0,     ,W,06:30PM-09:30PM,28,    3,35,    5,    2,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,
POL,326,O1,Power in American Politics,Brogan (Michael J.),[20029],  3.0,     ,TTH,04:30PM-06:00PM,28,   15,,   30,   15,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,328,TEO,Environmental Policy,Brogan (Michael J.),[20030],  3.0,     ,T,06:30PM-09:30PM,28,   10,35,   20,   10,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| NO Continuing Studies,,
POL,328,TER,Environmental Policy,Brogan (Michael J.),[20031],  3.0,     ,T,06:30PM-09:30PM,28,    4,35,    5,    1,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,340,I1,Mod Democracy & its Critics,Mendilow (Jonathan),[20034],  3.0,     ,MW,02:50PM-04:20PM,28,   16,30,   25,    9,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,361,D1,The Judicial Process,Kornberg (Harvey R.),[20036],  3.0,     ,MWF,11:30AM-12:30PM,28,   10,,   35,   25,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,,
POL,399,01,The Co-operative Experience,Brogan (Michael J.),[21907],  3.0, 12.0,,,,    2,,    5,    3,OPEN,,LAW,LA,UG,,,,Academic Coordinator Signature
POL,450,G1,Seminar in Poltical Science,Seldes (Barry),[20038],  3.0,     ,MW,01:10PM-02:40PM,28,   20,,   35,   15,OPEN,29,LAW,LA,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,
POL,490,01,IS: Energy Exploration,Brogan (Michael J.),[22046],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
POL,490,02,IS: PO/Socio Capi/CommChina,Frary (Lucien),[22130],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
POL,490,03,IS:  Model UN,Franz (Barbara),[22142],  1.0,  4.0,,,,    3,,    1,   -2,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
POL,490,04,IS: Wikileaks:ManningTrial,Rusciano (Frank L.),[22144],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
POL,491,01,Internship in Politicl Science,Dworkin (Benjamin),[22043],  1.0,  4.0,,,,    4,,    1,   -3,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
PSY,100,E1,Intro To Psychology,Reagon (Kara A.),[21562],  3.0,     ,TTH,08:00AM-09:30AM,162,   45,,   50,    5,OPEN,163,LAW,LA,UG,,| ONLY Undergraduate,,
PSY,100,L1,Intro To Psychology,Dewees (Melissa),[21564],  3.0,     ,TTH,01:10PM-02:40PM,162,   52,,   50,   -2,CLSD,163,LAW,LA,UG,,| ONLY Undergraduate,,
PSY,100,MEM,Intro To Psychology,Bronaugh (Tori),[21565],  3.0,     ,M,06:30PM-09:30PM,162,   15,35,   10,   -5,CLSD,163,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Elementary Education & Psychology & Secondary Education | ONLY Undergraduate| NO Continuing Studies,,
PSY,100,MER,Intro To Psychology,Bronaugh (Tori),[21566],  3.0,     ,M,06:30PM-09:30PM,162,    8,35,   25,   17,OPEN,163,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,
PSY,100,O1,Intro To Psychology,Sullivan (Helen T.),[21568],  3.0,     ,TTH,04:30PM-06:00PM,165,   50,,   50,    0,CLSD,166,LAW,LA,UG,,| ONLY Undergraduate,,
PSY,105,F1,Introduction to Research in Ps,Thomas-Cottingham (Alison D.),[21571],  3.0,     ,TTH,09:45AM-11:15AM,40,   29,,   25,   -4,CLSD,41,LAW,LA,UG,,| ONLY Psychology & Psychology | ONLY Undergraduate,PSY 100 UG C,
PSY,105,G1,Introduction to Research in Ps,Scorpio (Elaine A.),[21569],  3.0,     ,MW,01:10PM-02:40PM,48,   25,,   25,    0,CLSD,49,LAW,LA,UG,,| ONLY Psychology & Psychology | ONLY Undergraduate,PSY 100 UG C,
PSY,105,K1,Introduction to Research in Ps,Ragusa (Elena T.),[21572],  3.0,     ,MW,04:30PM-06:00PM,40,   30,,   25,   -5,CLSD,41,LAW,LA,UG,,| ONLY Psychology & Psychology | ONLY Undergraduate,PSY 100 UG C,
PSY,105,L1,Introduction to Research in Ps,Baer (Erica L.),[21574],  3.0,     ,TTH,01:10PM-02:40PM,30,   25,,   25,    0,CLSD,31,LAW,LA,UG,,| ONLY Psychology & Psychology | ONLY Undergraduate,PSY 100 UG C,
PSY,105,N1,Introduction to Research in Ps,Scorpio (Elaine A.),[21570],  3.0,     ,TTH,02:50PM-04:20PM,44,   28,,   25,   -3,CLSD,45,LAW,LA,UG,,| ONLY Psychology & Psychology | ONLY Undergraduate,PSY 100 UG C,
PSY,201,E1,Statistics and Research Design,Thomas-Cottingham (Alison D.),[21577],  3.0,     ,TTH,08:00AM-09:30AM,33,   17,,   16,   -1,CLSD,34,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate,PSY 105 UG C and PSY 100 UG C,
PSY,201,F1,Statistics and Research Design,Ansary (Nadia S.),[21578],  3.0,     ,TTH,09:45AM-11:15AM,33,   16,,   16,    0,CLSD,34,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Elementary Education & Psychology & Psychology | ONLY Undergraduate,PSY 105 UG C and PSY 100 UG C,
PSY,201,G1,Statistics and Research Design,Haught (Catrinel),[21579],  3.0,     ,MW,01:10PM-02:40PM,33,   15,,   16,    1,OPEN,34,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate,PSY 105 UG C and PSY 100 UG C,
PSY,201,H1,Statistics and Research Design,Baer (Erica L.),[21580],  3.0,     ,MWF,01:10PM-02:10PM,16,   10,,   16,    6,OPEN,17,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Elementary Education & Psychology & Psychology | ONLY Undergraduate| NO Continuing Studies,PSY 105 UG C and PSY 100 UG C,
PSY,201,I1,Statistics and Research Design,Haught (Catrinel),[21581],  3.0,     ,MW,02:50PM-04:20PM,33,   15,,   16,    1,OPEN,34,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate,PSY 105 UG C and PSY 100 UG C,
PSY,201,REO,Statistics and Research Design,Haught (Catrinel),[21759],  3.0,     ,TH,06:30PM-09:30PM,33,    7,16,    6,   -1,CLSD,34,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate| NO Continuing Studies,PSY 105 UG C and PSY 100 UG C,
PSY,201,RER,Statistics and Research Design,Haught (Catrinel),[21735],  3.0,     ,TH,06:30PM-09:30PM,33,    7,16,   10,    3,OPEN,34,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate| ONLY Continuing Studies,PSY 105 UG C and PSY 100 UG C,
PSY,215,O1,Personality,Heinrichs (Glenn A.),[21584],  3.0,     ,TTH,04:30PM-06:00PM,48,   37,,   35,   -2,CLSD,49,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate,PSY 100,
PSY,215,WEM,Personality,Heinrichs (Glenn A.),[21585],  3.0,     ,W,06:30PM-09:30PM,162,   24,35,   20,   -4,CLSD,163,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology | ONLY Undergraduate| NO Continuing Studies,PSY 100,
PSY,215,WER,Personality,Heinrichs (Glenn A.),[21586],  3.0,     ,W,06:30PM-09:30PM,162,   10,35,   15,    5,OPEN,163,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,PSY 100,
PSY,220,E1,Abnormal Psychology,Dewees (Melissa),[21588],  3.0,     ,TTH,08:00AM-09:30AM,165,   34,,   35,    1,OPEN,166,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Elementary Education & Health Administration & Law & Justice:Criminal Justice & Law & Justice & Law & Justice:Legal Studies & Psychology & Psychology | ONLY Undergraduate,PSY 100,
PSY,220,N1,Abnormal Psychology,Suler (John R.),[21587],  3.0,     ,TTH,02:50PM-04:20PM,48,   37,,   35,   -2,CLSD,49,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Health Administration & Law & Justice:Criminal Justice & Law & Justice & Law & Justice:Legal Studies & Psychology & Psychology | ONLY Undergraduate,PSY 100,
PSY,225,A1,Learning and Memory,Sullivan (Helen T.),[21589],  3.0,     ,MWF,08:00AM-09:00AM,48,   36,,   35,   -1,CLSD,49,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate,PSY 100,
PSY,230,A1,Child Development,Glasberg-Katz (Beth A.),[21590],  3.0,     ,MWF,08:00AM-09:00AM,162,   34,,   35,    1,OPEN,163,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Elementary Education & Psychology & Psychology & Social Work | ONLY Undergraduate,PSY 100,
PSY,230,MEM,Child Development,Law (Anne L.),[21592],  3.0,     ,M,06:30PM-09:30PM,48,   20,35,   15,   -5,CLSD,49,LAW,LA,UG,,| ONLY Music Education & Psychology & Psychology & Secondary Education & Social Work | ONLY Undergraduate| NO Continuing Studies,PSY 100,
PSY,230,MER,Child Development,Law (Anne L.),[21593],  3.0,     ,M,06:30PM-09:30PM,48,    9,35,   20,   11,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,PSY 100,
PSY,230,OL1,Child Development,Law (Anne L.),[21591],  3.0,     ,,,,   10,,   15,    5,OPEN,,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,PSY 1002.5 GPA,
PSY,231,L1,Youth & Adolescent Development,Adlai-Gail (Wendy),[21595],  3.0,     ,TTH,01:10PM-02:40PM,48,   40,,   35,   -5,CLSD,49,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Music Education & Psychology & Psychology & Secondary Education & Social Work | ONLY Undergraduate,PSY 100 UG D,
PSY,231,WEM,Youth & Adolescent Development,Adlai-Gail (Wendy),[21596],  3.0,     ,W,06:30PM-09:30PM,48,   20,35,   10,  -10,CLSD,49,LAW,LA,UG,,| ONLY Psychology & Psychology & Secondary Education & Social Work | ONLY Undergraduate| NO Continuing Studies,PSY 100 UG D,
PSY,231,WER,Youth & Adolescent Development,Adlai-Gail (Wendy),[21597],  3.0,     ,W,06:30PM-09:30PM,48,   13,35,   25,   12,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,PSY 100 UG D,
PSY,237,REM,Cognitive Disabilities,Rosen (Steven K.),[21603],  3.0,     ,TH,06:30PM-09:30PM,48,   33,35,   20,  -13,CLSD,49,LAW,LA,UG,,| ONLY Psychology & Psychology | ONLY Undergraduate,PSY 100,
PSY,237,RER,Cognitive Disabilities,Rosen (Steven K.),[21599],  3.0,     ,TH,06:30PM-09:30PM,48,    8,35,   15,    7,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,PSY 100,
PSY,238,F1,Sensation and Perception,Golski (Stephanie),[21600],  3.0,     ,TTH,09:45AM-11:15AM,48,   33,,   35,    2,OPEN,49,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Psychology & Psychology | ONLY Undergraduate,PSY 100,
PSY,279,TEM,Psychology and Law,Heath (Wendy P.),[21601],  3.0,     ,T,06:30PM-09:30PM,48,   17,35,   10,   -7,CLSD,49,LAW,LA,UG,,| ONLY Behavioral Neuroscience & Law & Justice:Criminal Justice & Law & Justice & Law & Justice:Legal Studies & Psychology & Psychology | ONLY Undergraduate| NO Continuing Studies,PSY 100,
